timestamp,station_id,station_name,status,consecutive_offline,event_type,message
2026-08-27T03:59:23.913586+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T03:59:25.382905+00:00,KNJSEASI44,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:25.304658+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T03:59:26.991587+00:00,Ecocenter,,error,8,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:26.901894+00:00,Ecocenter,Ecocenter,OFFLINE,9,check,ok
2026-08-27T03:59:28.723474+00:00,KNJBERKE13,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:29.703229+00:00,KNJWARET3,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:30.773104+00:00,KNJMANAH111,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:31.751295+00:00,KNJMANAH7,,error,9,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:32.772581+00:00,KNJBAYHE18,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:33.734505+00:00,KNJLONGB89,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:34.705696+00:00,KNJLONGB21,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:35.781499+00:00,KNJBEACH64,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:36.746156+00:00,KNJOCEAN178,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:37.703487+00:00,KNJSEASI44,,error,0,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T03:59:38.679600+00:00,Ecocenter,,error,9,maintenance_api_error,Maintenance API Request Error: Expecting value: line 1 column 1 (char 0)
2026-08-27T04:35:52.441353+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T04:36:03.409851+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T04:38:27.633470+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T04:38:28.080016+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:38:28.400001+00:00,Ecocenter,Ecocenter,OFFLINE,10,check,ok
2026-08-27T04:38:28.790692+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-08-27T04:38:29.175053+00:00,KNJLONGB21,LBI Foundation,CONNECTED,0,check,ok
2026-08-27T04:38:29.604545+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-27T04:38:30.020959+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,10,check,ok
2026-08-27T04:38:30.388420+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:38:31.020252+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:38:31.503901+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-27T04:38:31.987613+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-08-27T04:41:44.318810+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T04:41:44.772047+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:41:45.252755+00:00,Ecocenter,Ecocenter,OFFLINE,11,check,ok
2026-08-27T04:41:45.740979+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-08-27T04:41:46.070709+00:00,KNJLONGB21,LBI Foundation,CONNECTED,0,check,ok
2026-08-27T04:41:46.566011+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-27T04:41:46.940033+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,11,check,ok
2026-08-27T04:41:47.236771+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:41:47.745512+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:41:48.211675+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-27T04:41:48.541929+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-08-27T04:43:38.747763+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T04:43:39.166115+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:43:39.470591+00:00,Ecocenter,Ecocenter,OFFLINE,12,check,ok
2026-08-27T04:43:39.865830+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-08-27T04:43:40.247885+00:00,KNJLONGB21,LBI Foundation,CONNECTED,0,check,ok
2026-08-27T04:43:40.632087+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-27T04:43:41.033628+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,12,check,ok
2026-08-27T04:43:41.395327+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:43:41.763997+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T04:43:42.202212+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-27T04:43:42.566490+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
