timestamp,station_id,station_name,status,consecutive_offline,event_type,message
2026-08-27T06:03:30.230190+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-27T06:03:30.273823+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,16,check,ok
2026-08-27T06:03:30.331030+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T06:03:30.379740+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T06:03:30.428878+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-27T06:03:30.505132+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-08-27T06:03:31.079453+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-27T06:03:31.324006+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-08-27T06:03:31.377838+00:00,Ecocenter,Ecocenter,OFFLINE,17,check,ok
2026-08-27T06:03:31.432750+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-08-27T06:03:31.480643+00:00,KNJLONGB21,LBI Foundation,CONNECTED,0,check,ok
2026-08-27T06:03:31.529792+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-27T06:03:31.572213+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,17,check,ok
2026-08-27T06:03:31.626603+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-27T06:03:31.672502+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-27T06:03:31.718749+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-27T06:03:31.760949+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-08-29T20:24:01.771894+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-08-29T20:24:02.410377+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-08-29T20:24:02.802420+00:00,Ecocenter,Ecocenter,OFFLINE,18,check,ok
2026-08-29T20:24:03.235832+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-08-29T20:24:03.574735+00:00,KNJLONGB21,LBI Foundation,OFFLINE,1,check,ok
2026-08-29T20:24:03.798262+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-08-29T20:24:03.937076+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,18,check,ok
2026-08-29T20:24:04.195291+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-08-29T20:24:04.516504+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-08-29T20:24:04.831375+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-08-29T20:24:05.087482+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:09:45.044097+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:09:45.980772+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:11:39.368428+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:11:39.862272+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:13:44.527384+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:13:45.022416+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:13:46.438763+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:13:46.964339+00:00,KNJLONGB21,LBI Foundation,OFFLINE,2,check,ok
2026-09-18T00:13:47.217507+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:13:48.598077+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:13:48.852202+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:13:49.222449+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:13:49.628905+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:16:18.285477+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:16:18.886984+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:19.462015+00:00,Ecocenter,Ecocenter,OFFLINE,3,check,ok
2026-09-18T00:16:19.676208+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:16:20.040637+00:00,KNJLONGB21,LBI Foundation,OFFLINE,3,offline_alert,"Threshold Reached, email sent"
2026-09-18T00:16:21.254574+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:16:21.536097+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,20,check,ok
2026-09-18T00:16:21.622727+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:22.008244+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:22.278543+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:16:22.597777+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:16:25.612117+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:16:25.865982+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:25.917966+00:00,Ecocenter,Ecocenter,OFFLINE,4,check,ok
2026-09-18T00:16:25.970950+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:16:27.060012+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:16:27.112632+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,21,check,ok
2026-09-18T00:16:27.164553+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:27.218011+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:16:27.289788+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:16:27.355767+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:40:04.119385+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:40:05.022870+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:40:05.456200+00:00,Ecocenter,Ecocenter,OFFLINE,5,check,ok
2026-09-18T00:40:05.784438+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:40:06.241533+00:00,KNJLONGB21,LBI Foundation,OFFLINE,5,check,ok
2026-09-18T00:40:06.511707+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:40:07.060350+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,22,check,ok
2026-09-18T00:40:07.279888+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:40:07.607628+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:40:07.842372+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:40:08.444032+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:43:51.934393+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:43:52.372790+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:43:52.573028+00:00,Ecocenter,Ecocenter,OFFLINE,6,check,ok
2026-09-18T00:43:52.649874+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:43:52.786849+00:00,KNJLONGB21,LBI Foundation,OFFLINE,6,check,ok
2026-09-18T00:43:52.839135+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:43:53.118468+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,23,check,ok
2026-09-18T00:43:53.290717+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:43:53.474864+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:43:53.615868+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:43:53.814248+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:44:20.660107+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:44:20.964714+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:21.027543+00:00,Ecocenter,Ecocenter,OFFLINE,7,check,ok
2026-09-18T00:44:21.079964+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:44:21.180785+00:00,KNJLONGB21,LBI Foundation,OFFLINE,7,check,ok
2026-09-18T00:44:21.232411+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:44:21.292829+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,24,check,ok
2026-09-18T00:44:21.369974+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:21.421033+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:21.473428+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:44:21.525767+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:44:37.385647+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:44:37.798499+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:37.977832+00:00,Ecocenter,Ecocenter,OFFLINE,8,check,ok
2026-09-18T00:44:38.039745+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:44:38.195867+00:00,KNJLONGB21,LBI Foundation,OFFLINE,8,check,ok
2026-09-18T00:44:38.249493+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:44:38.512359+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,25,check,ok
2026-09-18T00:44:38.565368+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:39.050061+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:44:39.401039+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:44:39.701565+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:46:19.339882+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:46:19.718523+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:46:19.903712+00:00,Ecocenter,Ecocenter,OFFLINE,9,check,ok
2026-09-18T00:46:20.165336+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:46:20.496935+00:00,KNJLONGB21,LBI Foundation,OFFLINE,9,check,ok
2026-09-18T00:46:20.781224+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:46:21.057273+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,26,check,ok
2026-09-18T00:46:21.456822+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:46:21.639295+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:46:21.972835+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:46:22.638873+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
2026-09-18T00:49:11.640978+00:00,KNJBAYHE18,Bayhead Fire Company #1,CONNECTED,0,check,ok
2026-09-18T00:49:12.045712+00:00,KNJBEACH64,Beachwood Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:49:12.356806+00:00,Ecocenter,Ecocenter,OFFLINE,10,check,ok
2026-09-18T00:49:12.412155+00:00,KNJBERKE13,Island Beach State Park Bathhouse #1,CONNECTED,0,check,ok
2026-09-18T00:49:12.657843+00:00,KNJLONGB21,LBI Foundation,OFFLINE,10,check,ok
2026-09-18T00:49:12.713444+00:00,KNJLONGB89,LBT Marine Field Station,CONNECTED,0,check,ok
2026-09-18T00:49:12.985716+00:00,KNJMANAH7,MATES/Stafford,OFFLINE,27,check,ok
2026-09-18T00:49:13.048806+00:00,KNJOCEAN178,Ocean Gate Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:49:13.320756+00:00,KNJSEASI44,Seaside Park Yacht Club,CONNECTED,0,check,ok
2026-09-18T00:49:13.491024+00:00,KNJWARET3,Sedge Island,CONNECTED,0,check,ok
2026-09-18T00:49:13.663252+00:00,KNJMANAH111,Stafford Municipal Complex,CONNECTED,0,check,ok
